page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Homepage,Cape Verde,Unknown,Windows,2020-12-27 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,www.google.com,Android,2020-12-29 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Cape Verde,Unknown,Windows,2020-07-11 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,myers.com,iOS,2021-01-27 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Checkout,Maldives,mclean.net,Windows,2021-11-26 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,Bosnia and Herzegovina,facebook.com,Linux,2020-05-31 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Cape Verde,l.instagram.com,Chrome OS,2020-08-20 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Lesotho,myers.com,Mac OS X,2019-08-21 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Iran,www.google.com,Android,2020-06-15 12:00:00,4,6,9,13,21,0.3076923076923077,0.3846153846153846,Mobile,Search,Google
Homepage,Dominica,Unknown,Linux,2021-02-15 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Falkland Islands (Malvinas),Unknown,Android,2021-02-14 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-07-05 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-09-24 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,iOS,2021-01-12 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Gabon,Unknown,Android,2021-09-23 15:00:00,1,1,1,3,6,0.3333333333333333,0.0,Mobile,Unknown,Unknown
Collection,Bosnia and Herzegovina,Unknown,Android,2019-09-05 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2021-12-14 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,facebook.com,Windows,2021-10-16 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Product,Cape Verde,Unknown,Windows,2019-07-27 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,mclean.net,Android,2021-06-13 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Vanuatu,mclean.net,Mac OS X,2021-02-19 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Collection,Dominica,Unknown,Windows,2020-10-06 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-10-26 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,l.instagram.com,Windows,2021-07-28 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Botswana,myers.com,iOS,2019-08-08 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,myers.com,Android,2019-08-20 15:00:00,3,4,6,7,11,0.4285714285714285,0.4285714285714286,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2019-10-16 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Windows Phone,2019-11-16 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Checkout,Bosnia and Herzegovina,Unknown,Android,2019-08-10 05:00:00,2,3,4,7,7,0.2857142857142857,1.0,Mobile,Unknown,Unknown
Homepage,Botswana,Unknown,Windows,2021-10-05 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2021-09-16 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,harrell.com,Mac OS X,2020-09-20 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Gabon,jones-shelton.com,Mac OS X,2020-12-17 09:00:00,3,5,5,6,17,0.5,0.0,Desktop,Unknown,Unknown
Homepage,Dominica,jones-shelton.com,Android,2021-01-31 14:00:00,1,1,2,4,6,0.25,0.5,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-10-07 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,iOS,2019-08-03 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2021-08-26 21:00:00,2,2,4,7,11,0.2857142857142857,0.4285714285714286,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-03-09 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Checkout - Contact Information,Dominica,Unknown,iOS,2020-11-12 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,China,Unknown,Mac OS X,2020-12-19 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,jones-shelton.com,Linux,2021-06-12 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,l.instagram.com,Android,2020-09-28 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Vanuatu,Unknown,iOS,2021-04-13 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Vanuatu,Unknown,iOS,2020-09-26 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2020-06-26 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bermuda,Unknown,iOS,2019-12-08 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-02-11 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bahamas,jones-shelton.com,iOS,2021-08-19 16:00:00,1,1,1,2,2,0.5,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,www.google.com,Android,2019-08-10 20:00:00,3,5,6,10,12,0.3,0.8,Mobile,Search,Google
Product,Cape Verde,Unknown,Mac OS X,2021-02-04 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Dominica,mclean.net,iOS,2021-10-28 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Dominica,Unknown,Android,2021-02-20 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Saint Martin,l.instagram.com,Tizen,2021-11-09 17:00:00,0,0,0,1,1,0.0,1.0,Other,Social,Instagram
Collection,Bosnia and Herzegovina,Unknown,Android,2020-08-15 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,myers.com,Android,2019-08-20 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Angola,Unknown,Mac OS X,2021-01-19 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,Unknown,iOS,2020-03-13 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,facebook.com,Mac OS X,2021-05-12 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Dominica,Unknown,Fedora,2020-05-04 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,China,Unknown,Android,2020-11-05 00:00:00,2,3,4,7,11,0.2857142857142857,0.4285714285714286,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2019-08-04 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Martinique,Unknown,Linux,2019-07-31 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Bosnia and Herzegovina,Unknown,Windows,2020-07-07 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,Linux,2020-04-13 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-02-14 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2020-08-03 12:00:00,2,2,2,3,9,0.6666666666666666,0.0,Mobile,Unknown,Unknown
Homepage,Faroe Islands,yandex.ru,iOS,2020-02-11 22:00:00,1,1,1,3,3,0.3333333333333333,1.0,Mobile,Search,Yandex
Cart,Cape Verde,Unknown,Android,2020-10-28 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-01-28 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,Linux,2019-08-09 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2019-08-25 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,l.instagram.com,Linux,2021-09-15 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Gabon,facebook.com,Android,2019-08-14 18:00:00,7,14,19,22,39,0.3181818181818182,0.2272727272727273,Mobile,Social,Facebook
Homepage,Bosnia and Herzegovina,mclean.net,iOS,2019-08-11 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Dominica,mclean.net,iOS,2021-10-06 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Cape Verde,myers.com,Other,2021-05-24 11:00:00,1,1,2,3,3,0.3333333333333333,1.0,Other,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-08-08 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Indonesia,Unknown,Android,2019-08-11 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2019-08-08 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-09-09 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,mclean.net,iOS,2021-10-16 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Product,Bosnia and Herzegovina,Unknown,Other,2021-05-03 15:00:00,5,9,13,17,18,0.2941176470588235,0.9411764705882352,Other,Unknown,Unknown
Product,Slovakia (Slovak Republic),l.instagram.com,Linux,2020-11-14 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,Unknown,Mac OS X,2020-07-02 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,facebook.com,Android,2021-10-09 06:00:00,2,4,4,5,9,0.4,0.1999999999999999,Mobile,Social,Facebook
Homepage,Dominica,mclean.net,Mac OS X,2019-08-02 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,Cape Verde,Unknown,iOS,2019-08-11 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,jones-shelton.com,Android,2020-09-11 11:00:00,5,9,12,15,30,0.3333333333333333,0.0,Mobile,Unknown,Unknown
Product,Cape Verde,mclean.net,iOS,2021-08-01 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-07-09 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,jones-shelton.com,Windows,2020-05-26 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2021-02-15 07:00:00,2,2,2,3,3,0.6666666666666666,1.0,Mobile,Unknown,Unknown
Product,Gabon,mclean.net,Other,2019-11-16 10:00:00,3,3,4,7,17,0.4285714285714285,0.0,Other,Direct,Unknown
Homepage,Gabon,Unknown,Android,2019-08-18 00:00:00,1,2,3,4,6,0.25,0.5,Mobile,Unknown,Unknown
Search,Dominica,Unknown,iOS,2019-12-01 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Gabon,mclean.net,Windows,2021-02-12 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2020-05-25 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,www.google.com,Linux,2019-08-15 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Dominica,Unknown,Windows,2019-08-21 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Linux,2021-09-30 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-09-22 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Gabon,Unknown,Android,2021-05-20 08:00:00,1,1,2,3,3,0.3333333333333333,1.0,Mobile,Unknown,Unknown
Homepage,Gabon,Unknown,iOS,2021-06-15 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,lm.instagram.com,iOS,2021-08-23 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,iOS,2020-01-18 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,www.google.com,iOS,2021-08-26 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Dominica,Unknown,iOS,2021-01-10 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Gabon,Unknown,iOS,2021-10-04 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2019-08-11 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Slovakia (Slovak Republic),Unknown,Android,2019-09-11 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Windows,2019-07-29 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Falkland Islands (Malvinas),campbell.org,Mac OS X,2021-09-20 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Windows,2020-10-11 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2022-01-24 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,iOS,2021-05-06 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Indonesia,Unknown,Other,2020-09-26 15:00:00,0,0,0,1,1,0.0,1.0,Other,Unknown,Unknown
Homepage,Bosnia and Herzegovina,www.google.com,Mac OS X,2021-04-12 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Gabon,jones-shelton.com,iOS,2019-08-12 16:00:00,2,3,5,7,10,0.2857142857142857,0.5714285714285714,Mobile,Unknown,Unknown
Homepage,Dominica,facebook.com,Android,2019-08-11 07:00:00,2,4,5,8,14,0.25,0.25,Mobile,Social,Facebook
Product,Bosnia and Herzegovina,Unknown,iOS,2020-08-17 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2019-08-09 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,mclean.net,Mac OS X,2020-05-25 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,iOS,2021-07-04 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,jones-shelton.com,Android,2021-02-18 23:00:00,1,2,3,5,6,0.2,0.8,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,myers.com,iOS,2020-06-27 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Dominica,jones-shelton.com,Android,2019-07-30 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,jones-shelton.com,iOS,2021-06-01 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Bosnia and Herzegovina,Unknown,Other,2020-03-18 10:00:00,1,2,3,4,5,0.25,0.75,Other,Unknown,Unknown
Checkout,Cape Verde,Unknown,Mac OS X,2020-03-23 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,l.instagram.com,iOS,2019-12-15 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,mclean.net,Linux,2020-04-20 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Cape Verde,Unknown,Windows,2020-03-21 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,m.instagram.com,iOS,2019-08-20 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,Unknown,Android,2020-09-05 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,l.instagram.com,iOS,2019-08-22 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Dominica,jones-shelton.com,Windows,2019-08-17 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Egypt,Unknown,Windows,2020-06-13 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-08-08 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,iOS,2021-02-03 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,campbell.org,Windows,2020-10-23 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bermuda,www.instagram.com,Windows,2020-06-18 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,South Georgia and the South Sandwich Islands,m.instagram.com,Mac OS X,2021-08-23 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-11-07 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bahamas,myers.com,Linux,2020-03-11 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Collection,Cape Verde,jones-shelton.com,Linux,2020-08-17 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Windows,2021-11-10 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Gabon,Unknown,Android,2019-08-05 22:00:00,1,2,2,4,6,0.25,0.5,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,www.google.com,Android,2020-04-09 07:00:00,1,1,2,4,6,0.25,0.5,Mobile,Search,Google
Product,Dominica,Unknown,iOS,2020-02-01 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,www.google.com,Android,2019-08-14 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Dominica,www.instagram.com,Mac OS X,2019-08-07 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,www.google.com,Windows,2019-08-19 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Dominica,myers.com,Linux,2019-08-14 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Dominica,Unknown,Android,2020-03-25 07:00:00,1,1,2,4,5,0.25,0.75,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2020-01-19 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-03-08 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,l.facebook.com,Linux,2021-02-03 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Cape Verde,Unknown,Android,2021-01-12 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bermuda,Unknown,Android,2021-09-13 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2019-09-09 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-06-24 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2020-01-10 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Windows,2019-11-10 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Switzerland,mclean.net,Android,2019-07-29 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Dominica,Unknown,iOS,2019-08-08 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2019-08-05 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,www.instagram.com,iOS,2020-08-12 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cyprus,Unknown,iOS,2021-03-03 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Botswana,Unknown,Android,2020-12-16 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-05-20 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Bosnia and Herzegovina,m.instagram.com,Linux,2019-08-01 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Indonesia,Unknown,Mac OS X,2019-11-28 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Collection,Bosnia and Herzegovina,www.google.com,Windows,2022-01-01 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Collection,Falkland Islands (Malvinas),Unknown,Windows,2019-11-29 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,jones-shelton.com,iOS,2020-10-15 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-10-14 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Gabon,jones-shelton.com,Mac OS X,2020-07-18 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Cart,Cape Verde,Unknown,Other,2020-07-11 07:00:00,0,0,0,1,1,0.0,1.0,Other,Unknown,Unknown
Product,Cape Verde,Unknown,Fedora,2019-08-17 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2020-12-05 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-05-24 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
List of Collections,Bosnia and Herzegovina,Unknown,Android,2020-05-29 23:00:00,4,4,6,11,15,0.3636363636363636,0.6363636363636364,Mobile,Unknown,Unknown
Homepage,Lesotho,Unknown,Android,2021-07-08 11:00:00,1,1,1,3,7,0.3333333333333333,0.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-09-03 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bangladesh,Unknown,Android,2021-04-06 19:00:00,3,4,7,8,18,0.375,0.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2021-03-03 15:00:00,3,6,6,8,12,0.375,0.5,Mobile,Unknown,Unknown
Checkout,Gabon,Unknown,Other,2020-04-17 01:00:00,5,9,13,17,37,0.2941176470588235,0.0,Other,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2019-08-08 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2021-01-07 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2019-08-22 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Linux,2020-08-21 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,French Guiana,jones-shelton.com,Windows,2020-12-26 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,jones-shelton.com,Android,2019-08-07 14:00:00,4,8,10,15,16,0.2666666666666666,0.9333333333333332,Mobile,Unknown,Unknown
Homepage,Estonia,jones-shelton.com,iOS,2020-07-19 16:00:00,1,1,2,4,7,0.25,0.25,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Mac OS X,2020-10-09 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-04-22 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,facebook.com,iOS,2021-03-31 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-03-07 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Anguilla,Unknown,Mac OS X,2021-09-09 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,Unknown,Android,2019-08-10 19:00:00,2,2,3,6,6,0.3333333333333333,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2019-08-08 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Mac OS X,2021-04-29 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
